flight_number,flight_date,origin,destination,tail_number,aircraft_type,gross_weight_cargo_kg,gross_volume_cargo_m3,passenger_count,baggage_weight_kg,fuel_weight_kg,fuel_price_per_kg,cargo_price_per_kg
AB201,2024-10-11,KUL,BKK,TN-ZNA,Airbus A330-300,12800,156,410,7380,19760,0.94,3.25
AB301,2024-10-11,SIN,HKG,TN-ZND,Airbus A330-200,12300,118,338,6084,29500,0.94,4.1
AB501,2024-10-11,BKK,SGN,TN-ZNC,Boeing 737-900ER,2010,69,232,3712,5720,0.94,2.32
AB101,2024-10-12,KUL,SIN,TN-ZNB,Boeing 737-800,1760,48,318,5088,5350,0.94,3.28
AB102,2024-10-12,SIN,KUL,TN-ZZB,Boeing 737-800,1800,49,312,4992,5290,0.94,3.3
AB201,2024-10-12,KUL,BKK,TN-ZNA,Airbus A330-300,12900,157,412,7416,19780,0.94,3.28
AB401,2024-10-12,KUL,PVG,TN-ZFB,Airbus A330-300,13900,129,345,6210,43620,0.94,4.15
AB101,2024-10-13,KUL,SIN,TN-ZNB,Boeing 737-800,1780,49,320,5120,5360,0.94,3.3
AB102,2024-10-13,SIN,KUL,TN-ZZB,Boeing 737-800,1820,50,315,5040,5300,0.94,3.32
AB201,2024-10-13,KUL,BKK,TN-ZNA,Airbus A330-300,13000,158,415,7470,19800,0.94,3.3
AB301,2024-10-13,SIN,HKG,TN-ZND,Airbus A330-200,12400,119,340,6120,29520,0.94,4.12
AB101,2024-10-14,KUL,SIN,TN-ZNB,Boeing 737-800,1795,50,322,5152,5370,0.94,3.32
AB102,2024-10-14,SIN,KUL,TN-ZZB,Boeing 737-800,1840,51,318,5088,5310,0.94,3.35
AB201,2024-10-14,KUL,BKK,TN-ZNA,Airbus A330-300,13100,159,418,7524,19820,0.94,3.32
AB501,2024-10-14,BKK,SGN,TN-ZNC,Boeing 737-900ER,2030,70,235,3760,5740,0.94,2.35
AB101,2024-10-15,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,325,5200,5380,0.94,3.35
AB102,2024-10-15,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,320,5120,5320,0.94,3.38
AB201,2024-10-15,KUL,BKK,TN-ZNA,Airbus A330-300,13200,160,420,7560,19840,0.94,3.35
AB401,2024-10-15,KUL,PVG,TN-ZFB,Airbus A330-300,14000,130,348,6264,43640,0.94,4.18
AB301,2024-10-16,SIN,HKG,TN-ZND,Airbus A330-200,12500,120,342,6156,29540,0.94,4.15
AB101,2024-10-16,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,328,5248,5390,0.94,3.38
AB102,2024-10-16,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,322,5152,5330,0.94,3.4
AB201,2024-10-16,KUL,BKK,TN-ZNA,Airbus A330-300,13300,161,422,7596,19860,0.94,3.38
AB501,2024-10-16,BKK,SGN,TN-ZNC,Boeing 737-900ER,2050,71,238,3808,5760,0.94,2.38
AB101,2024-10-17,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,330,5280,5400,0.94,3.4
AB102,2024-10-17,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,325,5200,5340,0.94,3.42
AB201,2024-10-17,KUL,BKK,TN-ZNA,Airbus A330-300,13400,162,425,7650,19880,0.94,3.4
AB401,2024-10-17,KUL,PVG,TN-ZFB,Airbus A330-300,14100,131,350,6300,43660,0.94,4.2
AB101,2024-10-18,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,332,5312,5410,0.95,3.42
AB102,2024-10-18,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,328,5248,5350,0.95,3.45
AB201,2024-10-18,KUL,BKK,TN-ZNA,Airbus A330-300,13500,163,428,7704,19900,0.95,3.42
AB301,2024-10-18,SIN,HKG,TN-ZND,Airbus A330-200,12600,121,345,6210,29560,0.95,4.18
AB501,2024-10-18,BKK,SGN,TN-ZNC,Boeing 737-900ER,2070,72,240,3840,5780,0.95,2.4
AB101,2024-10-19,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,335,5360,5420,0.95,3.45
AB102,2024-10-19,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,330,5280,5360,0.95,3.48
AB201,2024-10-19,KUL,BKK,TN-ZNA,Airbus A330-300,13600,164,430,7740,19920,0.95,3.45
AB401,2024-10-19,KUL,PVG,TN-ZFB,Airbus A330-300,14200,132,352,6336,43680,0.95,4.22
AB101,2024-10-20,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,338,5408,5430,0.95,3.48
AB102,2024-10-20,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,332,5312,5370,0.95,3.5
AB201,2024-10-20,KUL,BKK,TN-ZNA,Airbus A330-300,13700,165,432,7776,19940,0.95,3.48
AB301,2024-10-20,SIN,HKG,TN-ZND,Airbus A330-200,12700,122,348,6264,29580,0.95,4.2
AB101,2024-10-21,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,340,5440,5440,0.95,3.5
AB102,2024-10-21,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,335,5360,5380,0.95,3.52
AB201,2024-10-21,KUL,BKK,TN-ZNA,Airbus A330-300,13800,166,435,7830,19960,0.95,3.5
AB501,2024-10-21,BKK,SGN,TN-ZNC,Boeing 737-900ER,2090,73,242,3872,5800,0.95,2.42
AB101,2024-10-22,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,342,5472,5450,0.95,3.52
AB102,2024-10-22,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,338,5408,5390,0.95,3.55
AB201,2024-10-22,KUL,BKK,TN-ZNA,Airbus A330-300,13900,167,438,7884,19980,0.95,3.52
AB401,2024-10-22,KUL,PVG,TN-ZFB,Airbus A330-300,14300,133,355,6390,43700,0.95,4.25
AB301,2024-10-23,SIN,HKG,TN-ZND,Airbus A330-200,12800,123,350,6300,29600,0.95,4.22
AB101,2024-10-23,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,345,5520,5460,0.95,3.55
AB102,2024-10-23,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,340,5440,5400,0.95,3.58
AB201,2024-10-23,KUL,BKK,TN-ZNA,Airbus A330-300,14000,168,440,7920,20000,0.95,3.55
AB501,2024-10-23,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,74,245,3920,5820,0.95,2.45
AB101,2024-10-24,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,348,5568,5470,0.95,3.58
AB102,2024-10-24,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,342,5472,5410,0.95,3.6
AB201,2024-10-24,KUL,BKK,TN-ZNA,Airbus A330-300,14100,169,442,7956,20020,0.95,3.58
AB401,2024-10-24,KUL,PVG,TN-ZFB,Airbus A330-300,14400,134,358,6444,43720,0.95,4.28
AB101,2024-10-25,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,350,5600,5480,0.95,3.6
AB102,2024-10-25,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,345,5520,5420,0.95,3.62
AB201,2024-10-25,KUL,BKK,TN-ZNA,Airbus A330-300,14200,170,445,8010,20040,0.95,3.6
AB301,2024-10-25,SIN,HKG,TN-ZND,Airbus A330-200,12900,124,352,6336,29620,0.95,4.25
AB501,2024-10-25,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,75,248,3968,5840,0.95,2.48
AB101,2024-10-26,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,352,5632,5490,0.95,3.62
AB102,2024-10-26,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,348,5568,5430,0.95,3.65
AB201,2024-10-26,KUL,BKK,TN-ZNA,Airbus A330-300,14300,171,448,8064,20060,0.95,3.62
AB401,2024-10-26,KUL,PVG,TN-ZFB,Airbus A330-300,14500,135,360,6480,43740,0.95,4.3
AB101,2024-10-27,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,355,5680,5500,0.95,3.65
AB102,2024-10-27,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,350,5600,5440,0.95,3.68
AB201,2024-10-27,KUL,BKK,TN-ZNA,Airbus A330-300,14400,172,450,8100,20080,0.95,3.65
AB301,2024-10-27,SIN,HKG,TN-ZND,Airbus A330-200,13000,125,355,6390,29640,0.95,4.28
AB101,2024-10-28,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,358,5728,5510,0.95,3.68
AB102,2024-10-28,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,352,5632,5450,0.95,3.7
AB201,2024-10-28,KUL,BKK,TN-ZNA,Airbus A330-300,14450,173,452,8136,20100,0.95,3.68
AB501,2024-10-28,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,76,250,4000,5860,0.95,2.5
AB101,2024-10-29,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,360,5760,5520,0.95,3.7
AB102,2024-10-29,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,355,5680,5460,0.95,3.72
AB201,2024-10-29,KUL,BKK,TN-ZNA,Airbus A330-300,14500,174,455,8190,20120,0.95,3.7
AB401,2024-10-29,KUL,PVG,TN-ZFB,Airbus A330-300,14600,135,362,6516,43760,0.95,4.32
AB301,2024-10-30,SIN,HKG,TN-ZND,Airbus A330-200,13100,126,358,6444,29660,0.95,4.3
AB101,2024-10-30,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,362,5792,5530,0.95,3.72
AB102,2024-10-30,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,358,5728,5470,0.95,3.75
AB201,2024-10-30,KUL,BKK,TN-ZNA,Airbus A330-300,14500,175,458,8244,20140,0.95,3.72
AB501,2024-10-30,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,77,252,4032,5880,0.95,2.52
AB101,2024-10-31,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,365,5840,5540,0.95,3.75
AB102,2024-10-31,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,360,5760,5480,0.95,3.78
AB201,2024-10-31,KUL,BKK,TN-ZNA,Airbus A330-300,14500,176,460,8280,20160,0.95,3.75
AB401,2024-10-31,KUL,PVG,TN-ZFB,Airbus A330-300,14700,135,365,6570,43780,0.95,4.35
AB101,2024-11-01,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,362,5792,5530,0.96,3.72
AB102,2024-11-01,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,358,5728,5470,0.96,3.75
AB201,2024-11-01,KUL,BKK,TN-ZNA,Airbus A330-300,14400,174,455,8190,20120,0.96,3.7
AB301,2024-11-01,SIN,HKG,TN-ZND,Airbus A330-200,13000,125,355,6390,29640,0.96,4.28
AB501,2024-11-01,BKK,SGN,TN-ZNC,Boeing 737-900ER,2090,76,250,4000,5860,0.96,2.5
AB101,2024-11-02,KUL,SIN,TN-ZNB,Boeing 737-800,1790,49,358,5728,5510,0.96,3.68
AB102,2024-11-02,SIN,KUL,TN-ZZB,Boeing 737-800,1840,51,352,5632,5450,0.96,3.72
AB201,2024-11-02,KUL,BKK,TN-ZNA,Airbus A330-300,14300,172,450,8100,20080,0.96,3.65
AB401,2024-11-02,KUL,PVG,TN-ZFB,Airbus A330-300,14600,135,362,6516,43760,0.96,4.32
AB101,2024-11-03,KUL,SIN,TN-ZNB,Boeing 737-800,1780,48,355,5680,5490,0.96,3.65
AB102,2024-11-03,SIN,KUL,TN-ZZB,Boeing 737-800,1830,50,348,5568,5430,0.96,3.68
AB201,2024-11-03,KUL,BKK,TN-ZNA,Airbus A330-300,14200,170,445,8010,20040,0.96,3.6
AB301,2024-11-03,SIN,HKG,TN-ZND,Airbus A330-200,12900,124,352,6336,29620,0.96,4.25
AB101,2024-11-04,KUL,SIN,TN-ZNB,Boeing 737-800,1770,47,352,5632,5470,0.96,3.62
AB102,2024-11-04,SIN,KUL,TN-ZZB,Boeing 737-800,1820,49,345,5520,5410,0.96,3.65
AB201,2024-11-04,KUL,BKK,TN-ZNA,Airbus A330-300,14100,168,440,7920,20000,0.96,3.55
AB501,2024-11-04,BKK,SGN,TN-ZNC,Boeing 737-900ER,2070,74,245,3920,5820,0.96,2.45
AB101,2024-11-05,KUL,SIN,TN-ZNB,Boeing 737-800,1760,46,348,5568,5450,0.96,3.58
AB102,2024-11-05,SIN,KUL,TN-ZZB,Boeing 737-800,1810,48,342,5472,5390,0.96,3.62
AB201,2024-11-05,KUL,BKK,TN-ZNA,Airbus A330-300,14000,166,435,7830,19960,0.96,3.5
AB401,2024-11-05,KUL,PVG,TN-ZFB,Airbus A330-300,14500,135,358,6444,43720,0.96,4.28
AB301,2024-11-06,SIN,HKG,TN-ZND,Airbus A330-200,12800,123,348,6264,29580,0.96,4.22
AB101,2024-11-06,KUL,SIN,TN-ZNB,Boeing 737-800,1750,45,345,5520,5430,0.96,3.55
AB102,2024-11-06,SIN,KUL,TN-ZZB,Boeing 737-800,1800,47,338,5408,5370,0.96,3.58
AB201,2024-11-06,KUL,BKK,TN-ZNA,Airbus A330-300,13900,164,430,7740,19920,0.96,3.45
AB501,2024-11-06,BKK,SGN,TN-ZNC,Boeing 737-900ER,2050,72,242,3872,5780,0.96,2.42
AB101,2024-11-07,KUL,SIN,TN-ZNB,Boeing 737-800,1740,44,342,5472,5410,0.96,3.52
AB102,2024-11-07,SIN,KUL,TN-ZZB,Boeing 737-800,1790,46,335,5360,5350,0.96,3.55
AB201,2024-11-07,KUL,BKK,TN-ZNA,Airbus A330-300,13800,162,425,7650,19880,0.96,3.4
AB401,2024-11-07,KUL,PVG,TN-ZFB,Airbus A330-300,14400,134,355,6390,43680,0.96,4.25
AB101,2024-11-08,KUL,SIN,TN-ZNB,Boeing 737-800,1760,46,348,5568,5440,0.96,3.58
AB102,2024-11-08,SIN,KUL,TN-ZZB,Boeing 737-800,1810,48,342,5472,5380,0.96,3.62
AB201,2024-11-08,KUL,BKK,TN-ZNA,Airbus A330-300,14000,166,435,7830,19960,0.96,3.5
AB301,2024-11-08,SIN,HKG,TN-ZND,Airbus A330-200,12900,124,352,6336,29620,0.96,4.25
AB501,2024-11-08,BKK,SGN,TN-ZNC,Boeing 737-900ER,2080,75,248,3968,5840,0.96,2.48
AB101,2024-11-09,KUL,SIN,TN-ZNB,Boeing 737-800,1780,48,355,5680,5480,0.96,3.65
AB102,2024-11-09,SIN,KUL,TN-ZZB,Boeing 737-800,1830,50,348,5568,5420,0.96,3.68
AB201,2024-11-09,KUL,BKK,TN-ZNA,Airbus A330-300,14200,170,445,8010,20040,0.96,3.6
AB401,2024-11-09,KUL,PVG,TN-ZFB,Airbus A330-300,14600,135,362,6516,43760,0.96,4.32
AB101,2024-11-10,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,362,5792,5520,0.96,3.72
AB102,2024-11-10,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,355,5680,5460,0.96,3.75
AB201,2024-11-10,KUL,BKK,TN-ZNA,Airbus A330-300,14400,174,455,8190,20120,0.96,3.7
AB301,2024-11-10,SIN,HKG,TN-ZND,Airbus A330-200,13100,126,358,6444,29700,0.96,4.32
AB101,2024-11-11,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,368,5888,5560,0.96,3.8
AB102,2024-11-11,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,362,5792,5500,0.96,3.85
AB201,2024-11-11,KUL,BKK,TN-ZNA,Airbus A330-300,14500,178,465,8370,20200,0.96,3.82
AB501,2024-11-11,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,80,258,4128,5920,0.96,2.58
AB101,2024-11-12,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,372,5952,5580,0.96,3.85
AB102,2024-11-12,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,368,5888,5520,0.96,3.88
AB201,2024-11-12,KUL,BKK,TN-ZNA,Airbus A330-300,14500,180,470,8460,20240,0.96,3.88
AB401,2024-11-12,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,370,6660,43850,0.96,4.45
AB301,2024-11-13,SIN,HKG,TN-ZND,Airbus A330-200,13200,128,365,6570,29760,0.96,4.42
AB101,2024-11-13,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,375,6000,5600,0.96,3.88
AB102,2024-11-13,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,372,5952,5540,0.96,3.92
AB201,2024-11-13,KUL,BKK,TN-ZNA,Airbus A330-300,14500,182,475,8550,20280,0.96,3.92
AB501,2024-11-13,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,82,262,4192,5960,0.96,2.62
AB101,2024-11-14,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,378,6048,5620,0.96,3.92
AB102,2024-11-14,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,375,6000,5560,0.96,3.95
AB201,2024-11-14,KUL,BKK,TN-ZNA,Airbus A330-300,14500,184,480,8640,20320,0.96,3.95
AB401,2024-11-14,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,375,6750,43900,0.96,4.52
AB101,2024-11-15,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,380,6080,5640,0.96,3.95
AB102,2024-11-15,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,378,6048,5580,0.96,3.98
AB201,2024-11-15,KUL,BKK,TN-ZNA,Airbus A330-300,14500,186,485,8730,20360,0.96,3.98
AB301,2024-11-15,SIN,HKG,TN-ZND,Airbus A330-200,13200,130,370,6660,29820,0.96,4.48
AB501,2024-11-15,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,84,265,4240,6000,0.96,2.65
AB101,2024-11-16,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,382,6112,5660,0.97,3.98
AB102,2024-11-16,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,380,6080,5600,0.97,4
AB201,2024-11-16,KUL,BKK,TN-ZNA,Airbus A330-300,14500,188,488,8784,20400,0.97,4
AB401,2024-11-16,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,378,6804,43950,0.97,4.58
AB101,2024-11-17,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,385,6160,5680,0.97,4
AB102,2024-11-17,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,382,6112,5620,0.97,4.02
AB201,2024-11-17,KUL,BKK,TN-ZNA,Airbus A330-300,14500,190,490,8820,20440,0.97,4.02
AB301,2024-11-17,SIN,HKG,TN-ZND,Airbus A330-200,13200,132,375,6750,29880,0.97,4.55
AB101,2024-11-18,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,388,6208,5700,0.97,4.02
AB102,2024-11-18,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,385,6160,5640,0.97,4.05
AB201,2024-11-18,KUL,BKK,TN-ZNA,Airbus A330-300,14500,192,492,8856,20480,0.97,4.05
AB501,2024-11-18,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,86,268,4288,6040,0.97,2.68
AB101,2024-11-19,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,390,6240,5720,0.97,4.05
AB102,2024-11-19,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,388,6208,5660,0.97,4.08
AB201,2024-11-19,KUL,BKK,TN-ZNA,Airbus A330-300,14500,194,495,8910,20520,0.97,4.08
AB401,2024-11-19,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,380,6840,44000,0.97,4.62
AB301,2024-11-20,SIN,HKG,TN-ZND,Airbus A330-200,13200,134,378,6804,29940,0.97,4.6
AB101,2024-11-20,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,392,6272,5740,0.97,4.08
AB102,2024-11-20,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,390,6240,5680,0.97,4.1
AB201,2024-11-20,KUL,BKK,TN-ZNA,Airbus A330-300,14500,196,498,8964,20560,0.97,4.1
AB501,2024-11-20,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,88,270,4320,6080,0.97,2.7
AB101,2024-11-21,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,395,6320,5760,0.97,4.1
AB102,2024-11-21,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,392,6272,5700,0.97,4.12
AB201,2024-11-21,KUL,BKK,TN-ZNA,Airbus A330-300,14500,198,500,9000,20600,0.97,4.12
AB401,2024-11-21,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,382,6876,44050,0.97,4.65
AB101,2024-11-22,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,398,6368,5780,0.97,4.12
AB102,2024-11-22,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,395,6320,5720,0.97,4.15
AB201,2024-11-22,KUL,BKK,TN-ZNA,Airbus A330-300,14500,200,502,9036,20640,0.97,4.15
AB301,2024-11-22,SIN,HKG,TN-ZND,Airbus A330-200,13200,136,380,6840,30000,0.97,4.65
AB501,2024-11-22,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,90,272,4352,6120,0.97,2.72
AB101,2024-11-23,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,400,6400,5800,0.97,4.15
AB102,2024-11-23,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,398,6368,5740,0.97,4.18
AB201,2024-11-23,KUL,BKK,TN-ZNA,Airbus A330-300,14500,202,505,9090,20680,0.97,4.18
AB401,2024-11-23,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,385,6930,44100,0.97,4.68
AB101,2024-11-24,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,402,6432,5820,0.97,4.18
AB102,2024-11-24,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,400,6400,5760,0.97,4.2
AB201,2024-11-24,KUL,BKK,TN-ZNA,Airbus A330-300,14500,204,508,9144,20720,0.97,4.2
AB301,2024-11-24,SIN,HKG,TN-ZND,Airbus A330-200,13200,138,382,6876,30060,0.97,4.68
AB101,2024-11-25,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,405,6480,5840,0.97,4.2
AB102,2024-11-25,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,402,6432,5780,0.97,4.22
AB201,2024-11-25,KUL,BKK,TN-ZNA,Airbus A330-300,14500,206,510,9180,20760,0.97,4.22
AB501,2024-11-25,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,92,275,4400,6160,0.97,2.75
AB101,2024-11-26,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,408,6528,5860,0.97,4.22
AB102,2024-11-26,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,405,6480,5800,0.97,4.25
AB201,2024-11-26,KUL,BKK,TN-ZNA,Airbus A330-300,14500,208,512,9216,20800,0.97,4.25
AB401,2024-11-26,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,388,6984,44150,0.97,4.72
AB301,2024-11-27,SIN,HKG,TN-ZND,Airbus A330-200,13200,140,385,6930,30120,0.97,4.72
AB101,2024-11-27,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,410,6560,5880,0.97,4.25
AB102,2024-11-27,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,408,6528,5820,0.97,4.28
AB201,2024-11-27,KUL,BKK,TN-ZNA,Airbus A330-300,14500,210,515,9270,20840,0.97,4.28
AB501,2024-11-27,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,94,278,4448,6200,0.97,2.78
AB101,2024-11-28,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,412,6592,5900,0.97,4.28
AB102,2024-11-28,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,410,6560,5840,0.97,4.3
AB201,2024-11-28,KUL,BKK,TN-ZNA,Airbus A330-300,14500,212,518,9324,20880,0.97,4.3
AB401,2024-11-28,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,390,7020,44200,0.97,4.75
AB101,2024-11-29,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,415,6640,5920,0.98,4.3
AB102,2024-11-29,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,412,6592,5860,0.98,4.32
AB201,2024-11-29,KUL,BKK,TN-ZNA,Airbus A330-300,14500,214,520,9360,20920,0.98,4.32
AB301,2024-11-29,SIN,HKG,TN-ZND,Airbus A330-200,13200,142,388,6984,30180,0.98,4.75
AB501,2024-11-29,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,96,280,4480,6240,0.98,2.8
AB101,2024-11-30,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,418,6688,5940,0.98,4.32
AB102,2024-11-30,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,415,6640,5880,0.98,4.35
AB201,2024-11-30,KUL,BKK,TN-ZNA,Airbus A330-300,14500,216,522,9396,20960,0.98,4.35
AB401,2024-11-30,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,392,7056,44250,0.98,4.78
AB101,2024-12-01,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,420,6720,5960,0.98,4.35
AB102,2024-12-01,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,418,6688,5900,0.98,4.38
AB201,2024-12-01,KUL,BKK,TN-ZNA,Airbus A330-300,14500,218,525,9450,21000,0.98,4.38
AB301,2024-12-01,SIN,HKG,TN-ZND,Airbus A330-200,13200,144,390,7020,30240,0.98,4.78
AB101,2024-12-02,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,422,6752,5980,0.98,4.38
AB102,2024-12-02,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,420,6720,5920,0.98,4.4
AB201,2024-12-02,KUL,BKK,TN-ZNA,Airbus A330-300,14500,220,528,9504,21040,0.98,4.4
AB501,2024-12-02,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,98,282,4512,6280,0.98,2.82
AB101,2024-12-03,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,425,6800,6000,0.98,4.4
AB102,2024-12-03,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,422,6752,5940,0.98,4.42
AB201,2024-12-03,KUL,BKK,TN-ZNA,Airbus A330-300,14500,222,530,9540,21080,0.98,4.42
AB401,2024-12-03,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,395,7110,44300,0.98,4.8
AB301,2024-12-04,SIN,HKG,TN-ZND,Airbus A330-200,13200,146,392,7056,30300,0.98,4.8
AB101,2024-12-04,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,428,6848,6020,0.98,4.42
AB102,2024-12-04,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,425,6800,5960,0.98,4.45
AB201,2024-12-04,KUL,BKK,TN-ZNA,Airbus A330-300,14500,224,532,9576,21120,0.98,4.45
AB501,2024-12-04,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,100,285,4560,6320,0.98,2.85
AB101,2024-12-05,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,430,6880,6040,0.98,4.45
AB102,2024-12-05,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,428,6848,5980,0.98,4.48
AB201,2024-12-05,KUL,BKK,TN-ZNA,Airbus A330-300,14500,226,535,9630,21160,0.98,4.48
AB401,2024-12-05,KUL,PVG,TN-ZFB,Airbus A330-300,14800,135,398,7164,44350,0.98,4.82
AB101,2024-12-06,KUL,SIN,TN-ZNB,Boeing 737-800,1800,50,432,6912,6060,0.98,4.48
AB102,2024-12-06,SIN,KUL,TN-ZZB,Boeing 737-800,1850,52,430,6880,6000,0.98,4.5
AB201,2024-12-06,KUL,BKK,TN-ZNA,Airbus A330-300,14500,228,538,9684,21200,0.98,4.5
AB301,2024-12-06,SIN,HKG,TN-ZND,Airbus A330-200,13200,148,395,7110,30360,0.98,4.82
AB501,2024-12-06,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,102,288,4608,6360,0.98,2.88
