flight_number,flight_date,origin,destination,tail_number,aircraft_type,gross_weight_cargo_kg,gross_volume_cargo_m3,passenger_count,baggage_weight_kg,fuel_weight_kg,fuel_price_per_kg,cargo_price_per_kg
AB401,2023-10-03,KUL,PVG,TN-ZFB,Airbus A330-300,14600,133,346,5190,55050,0.9,4.1
AB301,2023-10-03,SIN,HKG,TN-ZND,Airbus A330-200,13450,120,312,4680,34600,0.9,4.05
AB101,2023-10-04,KUL,SIN,TN-ZNB,Boeing 737-800,1965,48,216,3240,8035,0.9,3.9
AB102,2023-10-04,KUL,SIN,TN-ZZB,Boeing 737-800,1995,49,219,3285,8005,0.9,3.9
AB201,2023-10-04,KUL,BKK,TN-ZNA,Airbus A330-300,15850,145,407,6105,38350,0.9,4.05
AB501,2023-10-04,BKK,SGN,TN-ZNC,Boeing 737-900ER,2140,53,208,3120,8600,0.9,3.4
AB101,2023-10-05,KUL,SIN,TN-ZNB,Boeing 737-800,1975,49,218,3270,8025,0.91,3.95
AB102,2023-10-05,KUL,SIN,TN-ZZB,Boeing 737-800,2005,50,221,3315,7995,0.91,3.95
AB201,2023-10-05,KUL,BKK,TN-ZNA,Airbus A330-300,15950,146,411,6165,38250,0.91,4.1
AB401,2023-10-05,KUL,PVG,TN-ZFB,Airbus A330-300,14700,134,350,5250,54950,0.91,4.15
AB301,2023-10-05,SIN,HKG,TN-ZND,Airbus A330-200,13550,121,316,4740,34500,0.91,4.1
AB101,2023-10-06,KUL,SIN,TN-ZNB,Boeing 737-800,1985,49,220,3300,8015,0.91,4
AB102,2023-10-06,KUL,SIN,TN-ZZB,Boeing 737-800,2015,50,223,3345,7985,0.91,4
AB201,2023-10-06,KUL,BKK,TN-ZNA,Airbus A330-300,16050,147,415,6225,38150,0.91,4.15
AB501,2023-10-06,BKK,SGN,TN-ZNC,Boeing 737-900ER,2160,54,211,3165,8570,0.91,3.45
AB101,2023-10-07,KUL,SIN,TN-ZNB,Boeing 737-800,1990,49,221,3315,8010,0.91,4
AB102,2023-10-07,KUL,SIN,TN-ZZB,Boeing 737-800,2020,50,224,3360,7980,0.91,4
AB201,2023-10-07,KUL,BKK,TN-ZNA,Airbus A330-300,16100,147,417,6255,38100,0.91,4.15
AB401,2023-10-07,KUL,PVG,TN-ZFB,Airbus A330-300,14750,134,352,5280,54900,0.91,4.2
AB301,2023-10-07,SIN,HKG,TN-ZND,Airbus A330-200,13600,121,318,4770,34450,0.91,4.15
AB101,2023-10-08,KUL,SIN,TN-ZNB,Boeing 737-800,1985,49,220,3300,8015,0.91,3.95
AB102,2023-10-08,KUL,SIN,TN-ZZB,Boeing 737-800,2015,50,223,3345,7985,0.91,3.95
AB201,2023-10-08,KUL,BKK,TN-ZNA,Airbus A330-300,16050,147,415,6225,38150,0.91,4.1
AB301,2023-10-08,SIN,HKG,TN-ZND,Airbus A330-200,13550,121,316,4740,34500,0.91,4.1
AB101,2023-10-09,KUL,SIN,TN-ZNB,Boeing 737-800,1975,49,218,3270,8025,0.9,3.9
AB102,2023-10-09,KUL,SIN,TN-ZZB,Boeing 737-800,2005,50,221,3315,7995,0.9,3.9
AB201,2023-10-09,KUL,BKK,TN-ZNA,Airbus A330-300,15950,146,411,6165,38250,0.9,4.05
AB501,2023-10-09,BKK,SGN,TN-ZNC,Boeing 737-900ER,2140,53,208,3120,8600,0.9,3.4
AB101,2023-10-10,KUL,SIN,TN-ZNB,Boeing 737-800,1960,48,215,3225,8040,0.9,3.85
AB102,2023-10-10,KUL,SIN,TN-ZZB,Boeing 737-800,1990,49,218,3270,8010,0.9,3.85
AB201,2023-10-10,KUL,BKK,TN-ZNA,Airbus A330-300,15800,144,405,6075,38400,0.9,4
AB401,2023-10-10,KUL,PVG,TN-ZFB,Airbus A330-300,14600,133,348,5220,55000,0.9,4.1
AB301,2023-10-10,SIN,HKG,TN-ZND,Airbus A330-200,13450,120,312,4680,34600,0.9,4.05
AB101,2023-10-11,KUL,SIN,TN-ZNB,Boeing 737-800,1945,48,212,3180,8055,0.9,3.8
AB102,2023-10-11,KUL,SIN,TN-ZZB,Boeing 737-800,1975,49,215,3225,8025,0.9,3.8
AB201,2023-10-11,KUL,BKK,TN-ZNA,Airbus A330-300,15650,143,399,5985,38550,0.9,3.95
AB501,2023-10-11,BKK,SGN,TN-ZNC,Boeing 737-900ER,2120,53,205,3075,8630,0.9,3.35
AB101,2023-10-12,KUL,SIN,TN-ZNB,Boeing 737-800,1930,47,209,3135,8070,0.89,3.75
AB102,2023-10-12,KUL,SIN,TN-ZZB,Boeing 737-800,1960,48,212,3180,8040,0.89,3.75
AB201,2023-10-12,KUL,BKK,TN-ZNA,Airbus A330-300,15500,142,393,5895,38700,0.89,3.9
AB401,2023-10-12,KUL,PVG,TN-ZFB,Airbus A330-300,14450,132,344,5160,55100,0.89,4.05
AB301,2023-10-12,SIN,HKG,TN-ZND,Airbus A330-200,13300,119,306,4590,34750,0.89,4
AB101,2023-10-13,KUL,SIN,TN-ZNB,Boeing 737-800,1920,47,207,3105,8080,0.89,3.7
AB102,2023-10-13,KUL,SIN,TN-ZZB,Boeing 737-800,1950,48,210,3150,8050,0.89,3.7
AB201,2023-10-13,KUL,BKK,TN-ZNA,Airbus A330-300,15400,141,389,5835,38800,0.89,3.85
AB501,2023-10-13,BKK,SGN,TN-ZNC,Boeing 737-900ER,2100,52,202,3030,8660,0.89,3.3
AB101,2023-10-14,KUL,SIN,TN-ZNB,Boeing 737-800,1910,47,205,3075,8090,0.89,3.7
AB102,2023-10-14,KUL,SIN,TN-ZZB,Boeing 737-800,1940,48,208,3120,8060,0.89,3.7
AB201,2023-10-14,KUL,BKK,TN-ZNA,Airbus A330-300,15300,140,385,5775,38900,0.89,3.85
AB401,2023-10-14,KUL,PVG,TN-ZFB,Airbus A330-300,14350,131,340,5100,55200,0.89,4
AB301,2023-10-14,SIN,HKG,TN-ZND,Airbus A330-200,13200,118,302,4530,34850,0.89,3.95
AB101,2023-10-15,KUL,SIN,TN-ZNB,Boeing 737-800,1900,47,203,3045,8100,0.89,3.65
AB102,2023-10-15,KUL,SIN,TN-ZZB,Boeing 737-800,1930,47,206,3090,8070,0.89,3.65
AB201,2023-10-15,KUL,BKK,TN-ZNA,Airbus A330-300,15200,139,381,5715,39000,0.89,3.8
AB301,2023-10-15,SIN,HKG,TN-ZND,Airbus A330-200,13100,117,298,4470,34950,0.89,3.9
AB101,2023-10-16,KUL,SIN,TN-ZNB,Boeing 737-800,1890,46,201,3015,8110,0.88,3.6
AB102,2023-10-16,KUL,SIN,TN-ZZB,Boeing 737-800,1920,47,204,3060,8080,0.88,3.6
AB201,2023-10-16,KUL,BKK,TN-ZNA,Airbus A330-300,15100,138,377,5655,39100,0.88,3.75
AB501,2023-10-16,BKK,SGN,TN-ZNC,Boeing 737-900ER,2080,52,200,3000,8690,0.88,3.25
AB101,2023-10-17,KUL,SIN,TN-ZNB,Boeing 737-800,1880,46,199,2985,8120,0.88,3.55
AB102,2023-10-17,KUL,SIN,TN-ZZB,Boeing 737-800,1910,47,202,3030,8090,0.88,3.55
AB201,2023-10-17,KUL,BKK,TN-ZNA,Airbus A330-300,15000,137,373,5595,39200,0.88,3.7
AB401,2023-10-17,KUL,PVG,TN-ZFB,Airbus A330-300,14250,130,336,5040,55300,0.88,3.95
AB301,2023-10-17,SIN,HKG,TN-ZND,Airbus A330-200,13000,116,294,4410,35050,0.88,3.85
AB101,2023-10-18,KUL,SIN,TN-ZNB,Boeing 737-800,1870,46,197,2955,8130,0.88,3.55
AB102,2023-10-18,KUL,SIN,TN-ZZB,Boeing 737-800,1900,47,200,3000,8100,0.88,3.55
AB201,2023-10-18,KUL,BKK,TN-ZNA,Airbus A330-300,14900,136,369,5535,39300,0.88,3.7
AB501,2023-10-18,BKK,SGN,TN-ZNC,Boeing 737-900ER,2060,51,198,2970,8720,0.88,3.2
AB101,2023-10-19,KUL,SIN,TN-ZNB,Boeing 737-800,1865,46,196,2940,8135,0.88,3.5
AB102,2023-10-19,KUL,SIN,TN-ZZB,Boeing 737-800,1895,46,199,2985,8105,0.88,3.5
AB201,2023-10-19,KUL,BKK,TN-ZNA,Airbus A330-300,14850,136,367,5505,39350,0.88,3.65
AB401,2023-10-19,KUL,PVG,TN-ZFB,Airbus A330-300,14200,129,334,5010,55350,0.88,3.9
AB301,2023-10-19,SIN,HKG,TN-ZND,Airbus A330-200,12950,116,292,4380,35100,0.88,3.8
AB101,2023-10-20,KUL,SIN,TN-ZNB,Boeing 737-800,1860,46,195,2925,8140,0.88,3.5
AB102,2023-10-20,KUL,SIN,TN-ZZB,Boeing 737-800,1890,46,198,2970,8110,0.88,3.5
AB201,2023-10-20,KUL,BKK,TN-ZNA,Airbus A330-300,14800,135,365,5475,39400,0.88,3.65
AB501,2023-10-20,BKK,SGN,TN-ZNC,Boeing 737-900ER,2050,51,197,2955,8735,0.88,3.2
AB101,2023-10-21,KUL,SIN,TN-ZNB,Boeing 737-800,1860,46,195,2925,8140,0.88,3.5
AB102,2023-10-21,KUL,SIN,TN-ZZB,Boeing 737-800,1890,46,198,2970,8110,0.88,3.5
AB201,2023-10-21,KUL,BKK,TN-ZNA,Airbus A330-300,14800,135,365,5475,39400,0.88,3.65
AB401,2023-10-21,KUL,PVG,TN-ZFB,Airbus A330-300,14200,129,334,5010,55350,0.88,3.9
AB301,2023-10-21,SIN,HKG,TN-ZND,Airbus A330-200,12950,116,292,4380,35100,0.88,3.8
AB101,2023-10-22,KUL,SIN,TN-ZNB,Boeing 737-800,1865,46,196,2940,8135,0.88,3.55
AB102,2023-10-22,KUL,SIN,TN-ZZB,Boeing 737-800,1895,46,199,2985,8105,0.88,3.55
AB201,2023-10-22,KUL,BKK,TN-ZNA,Airbus A330-300,14900,136,369,5535,39300,0.88,3.7
AB301,2023-10-22,SIN,HKG,TN-ZND,Airbus A330-200,13000,116,294,4410,35050,0.88,3.85
AB101,2023-10-23,KUL,SIN,TN-ZNB,Boeing 737-800,1875,46,198,2970,8125,0.88,3.55
AB102,2023-10-23,KUL,SIN,TN-ZZB,Boeing 737-800,1905,47,201,3015,8095,0.88,3.55
AB201,2023-10-23,KUL,BKK,TN-ZNA,Airbus A330-300,15000,137,373,5595,39200,0.88,3.75
AB501,2023-10-23,BKK,SGN,TN-ZNC,Boeing 737-900ER,2070,52,199,2985,8705,0.88,3.25
AB101,2023-10-24,KUL,SIN,TN-ZNB,Boeing 737-800,1885,46,200,3000,8115,0.89,3.6
AB102,2023-10-24,KUL,SIN,TN-ZZB,Boeing 737-800,1915,47,203,3045,8085,0.89,3.6
AB201,2023-10-24,KUL,BKK,TN-ZNA,Airbus A330-300,15150,138,379,5685,39050,0.89,3.8
AB401,2023-10-24,KUL,PVG,TN-ZFB,Airbus A330-300,14350,131,340,5100,55200,0.89,3.95
AB301,2023-10-24,SIN,HKG,TN-ZND,Airbus A330-200,13100,117,298,4470,34950,0.89,3.9
AB101,2023-10-25,KUL,SIN,TN-ZNB,Boeing 737-800,1900,47,203,3045,8100,0.89,3.65
AB102,2023-10-25,KUL,SIN,TN-ZZB,Boeing 737-800,1930,47,206,3090,8070,0.89,3.65
AB201,2023-10-25,KUL,BKK,TN-ZNA,Airbus A330-300,15300,140,385,5775,38900,0.89,3.85
AB501,2023-10-25,BKK,SGN,TN-ZNC,Boeing 737-900ER,2090,52,201,3015,8675,0.89,3.3
AB101,2023-10-26,KUL,SIN,TN-ZNB,Boeing 737-800,1915,47,206,3090,8085,0.89,3.7
AB102,2023-10-26,KUL,SIN,TN-ZZB,Boeing 737-800,1945,48,209,3135,8055,0.89,3.7
AB201,2023-10-26,KUL,BKK,TN-ZNA,Airbus A330-300,15500,142,393,5895,38700,0.89,3.9
AB401,2023-10-26,KUL,PVG,TN-ZFB,Airbus A330-300,14500,132,346,5190,55050,0.89,4
AB301,2023-10-26,SIN,HKG,TN-ZND,Airbus A330-200,13250,118,304,4560,34800,0.89,3.95
AB101,2023-10-27,KUL,SIN,TN-ZNB,Boeing 737-800,1930,47,209,3135,8070,0.9,3.75
AB102,2023-10-27,KUL,SIN,TN-ZZB,Boeing 737-800,1960,48,212,3180,8040,0.9,3.75
AB201,2023-10-27,KUL,BKK,TN-ZNA,Airbus A330-300,15700,144,401,6015,38500,0.9,3.95
AB501,2023-10-27,BKK,SGN,TN-ZNC,Boeing 737-900ER,2110,53,204,3060,8645,0.9,3.35
AB101,2023-10-28,KUL,SIN,TN-ZNB,Boeing 737-800,1950,48,213,3195,8050,0.9,3.8
AB102,2023-10-28,KUL,SIN,TN-ZZB,Boeing 737-800,1980,49,216,3240,8020,0.9,3.8
AB201,2023-10-28,KUL,BKK,TN-ZNA,Airbus A330-300,15900,145,409,6135,38300,0.9,4
AB401,2023-10-28,KUL,PVG,TN-ZFB,Airbus A330-300,14650,133,352,5280,54900,0.9,4.1
AB301,2023-10-28,SIN,HKG,TN-ZND,Airbus A330-200,13400,120,310,4650,34650,0.9,4.05
AB101,2023-10-29,KUL,SIN,TN-ZNB,Boeing 737-800,1970,49,217,3255,8030,0.9,3.85
AB102,2023-10-29,KUL,SIN,TN-ZZB,Boeing 737-800,2000,50,220,3300,8000,0.9,3.85
AB201,2023-10-29,KUL,BKK,TN-ZNA,Airbus A330-300,16100,147,417,6255,38100,0.9,4.1
AB301,2023-10-29,SIN,HKG,TN-ZND,Airbus A330-200,13550,121,316,4740,34500,0.9,4.1
AB101,2023-10-30,KUL,SIN,TN-ZNB,Boeing 737-800,1990,49,221,3315,8010,0.91,3.9
AB102,2023-10-30,KUL,SIN,TN-ZZB,Boeing 737-800,2020,50,224,3360,7980,0.91,3.9
AB201,2023-10-30,KUL,BKK,TN-ZNA,Airbus A330-300,16300,149,425,6375,37900,0.91,4.15
AB501,2023-10-30,BKK,SGN,TN-ZNC,Boeing 737-900ER,2140,53,210,3150,8600,0.91,3.45
AB101,2023-10-31,KUL,SIN,TN-ZNB,Boeing 737-800,2010,50,225,3375,7990,0.91,3.95
AB102,2023-10-31,KUL,SIN,TN-ZZB,Boeing 737-800,2040,51,228,3420,7960,0.91,3.95
AB201,2023-10-31,KUL,BKK,TN-ZNA,Airbus A330-300,16500,151,433,6495,37700,0.91,4.2
AB401,2023-10-31,KUL,PVG,TN-ZFB,Airbus A330-300,14850,135,360,5400,54700,0.91,4.2
AB301,2023-10-31,SIN,HKG,TN-ZND,Airbus A330-200,13700,122,324,4860,34350,0.91,4.15
AB101,2023-11-01,KUL,SIN,TN-ZNB,Boeing 737-800,2030,50,229,3435,7970,0.91,4
AB102,2023-11-01,KUL,SIN,TN-ZZB,Boeing 737-800,2060,51,232,3480,7940,0.91,4
AB201,2023-11-01,KUL,BKK,TN-ZNA,Airbus A330-300,16700,153,441,6615,37500,0.91,4.25
AB501,2023-11-01,BKK,SGN,TN-ZNC,Boeing 737-900ER,2170,54,215,3225,8560,0.91,3.55
AB101,2023-11-02,KUL,SIN,TN-ZNB,Boeing 737-800,2050,51,233,3495,7950,0.92,4.05
AB102,2023-11-02,KUL,SIN,TN-ZZB,Boeing 737-800,2080,52,236,3540,7920,0.92,4.05
AB201,2023-11-02,KUL,BKK,TN-ZNA,Airbus A330-300,16900,155,449,6735,37300,0.92,4.3
AB401,2023-11-02,KUL,PVG,TN-ZFB,Airbus A330-300,15050,137,368,5520,54500,0.92,4.3
AB301,2023-11-02,SIN,HKG,TN-ZND,Airbus A330-200,13900,124,332,4980,34150,0.92,4.25
AB101,2023-11-03,KUL,SIN,TN-ZNB,Boeing 737-800,2070,52,237,3555,7930,0.92,4.1
AB102,2023-11-03,KUL,SIN,TN-ZZB,Boeing 737-800,2100,52,240,3600,7900,0.92,4.1
AB201,2023-11-03,KUL,BKK,TN-ZNA,Airbus A330-300,17100,157,457,6855,37100,0.92,4.35
AB501,2023-11-03,BKK,SGN,TN-ZNC,Boeing 737-900ER,2200,55,220,3300,8520,0.92,3.65
AB101,2023-11-04,KUL,SIN,TN-ZNB,Boeing 737-800,2090,52,241,3615,7910,0.92,4.15
AB102,2023-11-04,KUL,SIN,TN-ZZB,Boeing 737-800,2120,53,244,3660,7880,0.92,4.15
AB201,2023-11-04,KUL,BKK,TN-ZNA,Airbus A330-300,17300,158,465,6975,36900,0.92,4.4
AB401,2023-11-04,KUL,PVG,TN-ZFB,Airbus A330-300,15250,139,376,5640,54300,0.92,4.4
AB301,2023-11-04,SIN,HKG,TN-ZND,Airbus A330-200,14100,126,340,5100,33950,0.92,4.35
AB101,2023-11-05,KUL,SIN,TN-ZNB,Boeing 737-800,2110,53,245,3675,7890,0.93,4.2
AB102,2023-11-05,KUL,SIN,TN-ZZB,Boeing 737-800,2140,53,248,3720,7860,0.93,4.2
AB201,2023-11-05,KUL,BKK,TN-ZNA,Airbus A330-300,17500,160,473,7095,36700,0.93,4.45
AB301,2023-11-05,SIN,HKG,TN-ZND,Airbus A330-200,14300,128,348,5220,33750,0.93,4.4
AB101,2023-11-06,KUL,SIN,TN-ZNB,Boeing 737-800,2130,53,249,3735,7870,0.93,4.25
AB102,2023-11-06,KUL,SIN,TN-ZZB,Boeing 737-800,2160,54,252,3780,7840,0.93,4.25
AB201,2023-11-06,KUL,BKK,TN-ZNA,Airbus A330-300,17700,162,481,7215,36500,0.93,4.5
AB501,2023-11-06,BKK,SGN,TN-ZNC,Boeing 737-900ER,2230,56,225,3375,8480,0.93,3.75
AB101,2023-11-07,KUL,SIN,TN-ZNB,Boeing 737-800,2150,54,253,3795,7850,0.93,4.3
AB102,2023-11-07,KUL,SIN,TN-ZZB,Boeing 737-800,2180,54,256,3840,7820,0.93,4.3
AB201,2023-11-07,KUL,BKK,TN-ZNA,Airbus A330-300,17900,164,489,7335,36300,0.93,4.55
AB401,2023-11-07,KUL,PVG,TN-ZFB,Airbus A330-300,15450,141,384,5760,54100,0.93,4.5
AB301,2023-11-07,SIN,HKG,TN-ZND,Airbus A330-200,14500,129,356,5340,33550,0.93,4.5
AB101,2023-11-08,KUL,SIN,TN-ZNB,Boeing 737-800,2170,54,257,3855,7830,0.94,4.35
AB102,2023-11-08,KUL,SIN,TN-ZZB,Boeing 737-800,2200,55,260,3900,7800,0.94,4.35
AB201,2023-11-08,KUL,BKK,TN-ZNA,Airbus A330-300,18100,166,497,7455,36100,0.94,4.6
AB501,2023-11-08,BKK,SGN,TN-ZNC,Boeing 737-900ER,2260,56,230,3450,8440,0.94,3.85
AB101,2023-11-09,KUL,SIN,TN-ZNB,Boeing 737-800,2190,55,261,3915,7810,0.94,4.4
AB102,2023-11-09,KUL,SIN,TN-ZZB,Boeing 737-800,2220,55,264,3960,7780,0.94,4.4
AB201,2023-11-09,KUL,BKK,TN-ZNA,Airbus A330-300,18300,168,505,7575,35900,0.94,4.65
AB401,2023-11-09,KUL,PVG,TN-ZFB,Airbus A330-300,15650,143,392,5880,53900,0.94,4.6
AB301,2023-11-09,SIN,HKG,TN-ZND,Airbus A330-200,14700,131,364,5460,33350,0.94,4.55
AB101,2023-11-10,KUL,SIN,TN-ZNB,Boeing 737-800,2210,55,265,3975,7790,0.95,4.45
AB102,2023-11-10,KUL,SIN,TN-ZZB,Boeing 737-800,2240,56,268,4020,7760,0.95,4.45
AB201,2023-11-10,KUL,BKK,TN-ZNA,Airbus A330-300,18500,169,513,7695,35700,0.95,4.7
AB501,2023-11-10,BKK,SGN,TN-ZNC,Boeing 737-900ER,2290,57,235,3525,8400,0.95,3.95
AB101,2023-11-11,KUL,SIN,TN-ZNB,Boeing 737-800,2230,56,269,4035,7770,0.95,4.5
AB102,2023-11-11,KUL,SIN,TN-ZZB,Boeing 737-800,2260,56,272,4080,7740,0.95,4.5
AB201,2023-11-11,KUL,BKK,TN-ZNA,Airbus A330-300,18700,171,521,7815,35500,0.95,4.75
AB401,2023-11-11,KUL,PVG,TN-ZFB,Airbus A330-300,15850,144,400,6000,53700,0.95,4.7
AB301,2023-11-11,SIN,HKG,TN-ZND,Airbus A330-200,14900,133,372,5580,33150,0.95,4.65
AB101,2023-11-12,KUL,SIN,TN-ZNB,Boeing 737-800,2240,56,271,4065,7760,0.95,4.5
AB102,2023-11-12,KUL,SIN,TN-ZZB,Boeing 737-800,2270,57,274,4110,7730,0.95,4.5
AB201,2023-11-12,KUL,BKK,TN-ZNA,Airbus A330-300,18800,172,525,7875,35400,0.95,4.75
AB301,2023-11-12,SIN,HKG,TN-ZND,Airbus A330-200,15000,134,376,5640,33050,0.95,4.65
AB101,2023-11-13,KUL,SIN,TN-ZNB,Boeing 737-800,2250,56,273,4095,7750,0.95,4.5
AB102,2023-11-13,KUL,SIN,TN-ZZB,Boeing 737-800,2280,57,276,4140,7720,0.95,4.5
AB201,2023-11-13,KUL,BKK,TN-ZNA,Airbus A330-300,18900,173,529,7935,35300,0.95,4.8
AB501,2023-11-13,BKK,SGN,TN-ZNC,Boeing 737-900ER,2310,58,238,3570,8370,0.95,4
AB101,2023-11-14,KUL,SIN,TN-ZNB,Boeing 737-800,2260,56,275,4125,7740,0.95,4.55
AB102,2023-11-14,KUL,SIN,TN-ZZB,Boeing 737-800,2290,57,278,4170,7710,0.95,4.55
AB201,2023-11-14,KUL,BKK,TN-ZNA,Airbus A330-300,19000,174,533,7995,35200,0.95,4.8
AB401,2023-11-14,KUL,PVG,TN-ZFB,Airbus A330-300,16000,146,406,6090,53550,0.95,4.75
AB301,2023-11-14,SIN,HKG,TN-ZND,Airbus A330-200,15100,135,380,5700,32950,0.95,4.7
AB101,2023-11-15,KUL,SIN,TN-ZNB,Boeing 737-800,2270,57,277,4155,7730,0.95,4.55
AB102,2023-11-15,KUL,SIN,TN-ZZB,Boeing 737-800,2300,57,280,4200,7700,0.95,4.55
AB201,2023-11-15,KUL,BKK,TN-ZNA,Airbus A330-300,19100,175,537,8055,35100,0.95,4.85
AB501,2023-11-15,BKK,SGN,TN-ZNC,Boeing 737-900ER,2330,58,240,3600,8350,0.95,4.05
AB101,2023-11-16,KUL,SIN,TN-ZNB,Boeing 737-800,2270,57,277,4155,7730,0.95,4.55
AB102,2023-11-16,KUL,SIN,TN-ZZB,Boeing 737-800,2300,57,280,4200,7700,0.95,4.55
AB201,2023-11-16,KUL,BKK,TN-ZNA,Airbus A330-300,19100,175,537,8055,35100,0.95,4.85
AB401,2023-11-16,KUL,PVG,TN-ZFB,Airbus A330-300,16050,146,408,6120,53500,0.95,4.75
AB301,2023-11-16,SIN,HKG,TN-ZND,Airbus A330-200,15150,135,382,5730,32900,0.95,4.7
AB101,2023-11-17,KUL,SIN,TN-ZNB,Boeing 737-800,2260,56,275,4125,7740,0.94,4.5
AB102,2023-11-17,KUL,SIN,TN-ZZB,Boeing 737-800,2290,57,278,4170,7710,0.94,4.5
AB201,2023-11-17,KUL,BKK,TN-ZNA,Airbus A330-300,19000,174,533,7995,35200,0.94,4.8
AB501,2023-11-17,BKK,SGN,TN-ZNC,Boeing 737-900ER,2320,58,239,3585,8360,0.94,4
AB101,2023-11-18,KUL,SIN,TN-ZNB,Boeing 737-800,2250,56,273,4095,7750,0.94,4.5
AB102,2023-11-18,KUL,SIN,TN-ZZB,Boeing 737-800,2280,57,276,4140,7720,0.94,4.5
AB201,2023-11-18,KUL,BKK,TN-ZNA,Airbus A330-300,18900,173,529,7935,35300,0.94,4.75
AB401,2023-11-18,KUL,PVG,TN-ZFB,Airbus A330-300,15950,145,404,6060,53600,0.94,4.7
AB301,2023-11-18,SIN,HKG,TN-ZND,Airbus A330-200,15050,134,378,5670,33000,0.94,4.65
AB101,2023-11-19,KUL,SIN,TN-ZNB,Boeing 737-800,2240,56,271,4065,7760,0.94,4.45
AB102,2023-11-19,KUL,SIN,TN-ZZB,Boeing 737-800,2270,57,274,4110,7730,0.94,4.45
AB201,2023-11-19,KUL,BKK,TN-ZNA,Airbus A330-300,18800,172,525,7875,35400,0.94,4.75
AB301,2023-11-19,SIN,HKG,TN-ZND,Airbus A330-200,14950,133,374,5610,33100,0.94,4.6
AB101,2023-11-20,KUL,SIN,TN-ZNB,Boeing 737-800,2230,56,269,4035,7770,0.94,4.45
AB102,2023-11-20,KUL,SIN,TN-ZZB,Boeing 737-800,2260,56,272,4080,7740,0.94,4.45
AB201,2023-11-20,KUL,BKK,TN-ZNA,Airbus A330-300,18700,171,521,7815,35500,0.94,4.7
AB501,2023-11-20,BKK,SGN,TN-ZNC,Boeing 737-900ER,2300,57,237,3555,8380,0.94,3.95
AB101,2023-11-21,KUL,SIN,TN-ZNB,Boeing 737-800,2220,55,267,4005,7780,0.93,4.4
AB102,2023-11-21,KUL,SIN,TN-ZZB,Boeing 737-800,2250,56,270,4050,7750,0.93,4.4
AB201,2023-11-21,KUL,BKK,TN-ZNA,Airbus A330-300,18600,170,517,7755,35600,0.93,4.65
AB401,2023-11-21,KUL,PVG,TN-ZFB,Airbus A330-300,15800,144,398,5970,53750,0.93,4.65
AB301,2023-11-21,SIN,HKG,TN-ZND,Airbus A330-200,14850,132,370,5550,33200,0.93,4.55
AB101,2023-11-22,KUL,SIN,TN-ZNB,Boeing 737-800,2210,55,265,3975,7790,0.93,4.35
AB102,2023-11-22,KUL,SIN,TN-ZZB,Boeing 737-800,2240,56,268,4020,7760,0.93,4.35
AB201,2023-11-22,KUL,BKK,TN-ZNA,Airbus A330-300,18500,169,513,7695,35700,0.93,4.6
AB501,2023-11-22,BKK,SGN,TN-ZNC,Boeing 737-900ER,2280,57,234,3510,8410,0.93,3.9
AB101,2023-11-23,KUL,SIN,TN-ZNB,Boeing 737-800,2200,55,263,3945,7800,0.93,4.35
AB102,2023-11-23,KUL,SIN,TN-ZZB,Boeing 737-800,2230,56,266,3990,7770,0.93,4.35
AB201,2023-11-23,KUL,BKK,TN-ZNA,Airbus A330-300,18400,168,509,7635,35800,0.93,4.6
AB401,2023-11-23,KUL,PVG,TN-ZFB,Airbus A330-300,15700,143,394,5910,53850,0.93,4.6
AB301,2023-11-23,SIN,HKG,TN-ZND,Airbus A330-200,14750,131,366,5490,33300,0.93,4.5
AB101,2023-11-24,KUL,SIN,TN-ZNB,Boeing 737-800,2190,55,261,3915,7810,0.93,4.3
AB102,2023-11-24,KUL,SIN,TN-ZZB,Boeing 737-800,2220,55,264,3960,7780,0.93,4.3
AB201,2023-11-24,KUL,BKK,TN-ZNA,Airbus A330-300,18300,168,505,7575,35900,0.93,4.55
AB501,2023-11-24,BKK,SGN,TN-ZNC,Boeing 737-900ER,2260,56,232,3480,8430,0.93,3.85
AB101,2023-11-25,KUL,SIN,TN-ZNB,Boeing 737-800,2180,54,259,3885,7820,0.92,4.25
AB102,2023-11-25,KUL,SIN,TN-ZZB,Boeing 737-800,2210,55,262,3930,7790,0.92,4.25
AB201,2023-11-25,KUL,BKK,TN-ZNA,Airbus A330-300,18200,167,501,7515,36000,0.92,4.5
AB401,2023-11-25,KUL,PVG,TN-ZFB,Airbus A330-300,15600,142,390,5850,53950,0.92,4.55
AB301,2023-11-25,SIN,HKG,TN-ZND,Airbus A330-200,14650,131,362,5430,33400,0.92,4.45
AB101,2023-11-26,KUL,SIN,TN-ZNB,Boeing 737-800,2170,54,257,3855,7830,0.92,4.25
AB102,2023-11-26,KUL,SIN,TN-ZZB,Boeing 737-800,2200,55,260,3900,7800,0.92,4.25
AB201,2023-11-26,KUL,BKK,TN-ZNA,Airbus A330-300,18100,166,497,7455,36100,0.92,4.5
AB301,2023-11-26,SIN,HKG,TN-ZND,Airbus A330-200,14550,130,358,5370,33500,0.92,4.4
AB101,2023-11-27,KUL,SIN,TN-ZNB,Boeing 737-800,2160,54,255,3825,7840,0.92,4.2
AB102,2023-11-27,KUL,SIN,TN-ZZB,Boeing 737-800,2190,55,258,3870,7810,0.92,4.2
AB201,2023-11-27,KUL,BKK,TN-ZNA,Airbus A330-300,18000,165,493,7395,36200,0.92,4.45
